apk_id,package,label,score,size_mb,first_installed,last_monitored,proxy_count,huawei_count,installed_on_device,apk_path,domain,download_url,status,download_time,detect_time,install_time,node_time
725sl190.eeskg.com,yqy.bvvbnkrtahb.xfxahryyrutkhtwt,NuZhDI,100,63,2026-07-28 22:45,2026-07-28 22:45,12,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725sl190.eeskg.com.apk,725sl190.eeskg.com,,ok,0.0,0.0,17.9,34.7
725sl200.eeskg.com,rfx.gecxiydnwhe.ijofjycivsxnhutk,OTxNYY,100,63,2026-07-28 22:46,2026-07-28 22:46,15,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725sl200.eeskg.com.apk,725sl200.eeskg.com,,ok,0.0,0.0,18.5,34.6
725yh103.yytiz.com,ulm.ddcpkkwehjjt.nxabimrjsojxbktuchnw,wYUcWj,100,65,2026-07-28 22:48,2026-07-28 22:48,8,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725yh103.yytiz.com.apk,725yh103.yytiz.com,,ok,0.0,0.0,19.1,34.5
725yh105.2sbez.com,wja.vqqrgdlgmbws.acauhsnuushgwqrgoxqy,PnOzTW,100,65,2026-07-28 22:49,2026-07-28 22:49,11,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725yh105.2sbez.com.apk,725yh105.2sbez.com,,ok,0.0,0.0,18.1,34.5
725yh187.3g91w.com,gks.bxptyqrexmuc.nxnvhbprityusnvkkeks,uZuJsx,100,65,2026-07-28 22:50,2026-07-28 22:50,9,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725yh187.3g91w.com.apk,725yh187.3g91w.com,,ok,0.0,0.0,19.4,34.7
725yh32.3g91w.com,nji.csirhvpsgupt.mivqcumakabyobhhkdbr,TKZHoC,100,65,2026-07-28 22:51,2026-07-28 22:51,12,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725yh32.3g91w.com.apk,725yh32.3g91w.com,,ok,0.0,0.0,19.0,34.6
725yh374.0awug.com,tos.frpkdvqvfxvg.uvcchnamxqnsfxxoirbw,tewYFt,100,65,2026-07-28 22:52,2026-07-28 22:52,11,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725yh374.0awug.com.apk,725yh374.0awug.com,,ok,0.0,0.0,19.3,34.0
725yh408.yytiz.com,wja.vqqrgdlgmbws.acauhsnuushgwqrgoxqy,PnOzTW,100,65,2026-07-28 22:53,2026-07-28 22:53,12,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725yh408.yytiz.com.apk,725yh408.yytiz.com,,ok,0.0,0.0,18.9,34.6
726a256.rpsvw.com,jrixq.rvwoodxq.nesprobyy,cKtuwz,100,62,2026-07-28 22:54,2026-07-28 22:54,11,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726a256.rpsvw.com.apk,726a256.rpsvw.com,,ok,0.0,0.0,19.2,33.9
726b193.khblh.com,ulffj.dlicdflh.bfnudvstm,RtyEoC,100,62,2026-07-28 22:56,2026-07-28 22:56,10,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726b193.khblh.com.apk,726b193.khblh.com,,ok,0.0,0.0,18.2,34.7
726b220.syvwp.com,eqect.cpdutife.sfftbnuqn,srXbon,100,62,2026-07-28 22:57,2026-07-28 22:57,10,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726b220.syvwp.com.apk,726b220.syvwp.com,,ok,0.0,0.0,18.5,33.9
726bh175.6um4g.com,skc.cimmfixqgkoea.ughdutrkeviirohwnpl,aEnVYL,100,65,2026-07-28 22:58,2026-07-28 22:58,11,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726bh175.6um4g.com.apk,726bh175.6um4g.com,,ok,0.0,0.0,18.2,34.7
726bh182.mxjlg.com,vwl.clxdsdqwhhxqk.ekvmphuadccltsegjbi,YAjJUc,100,65,2026-07-28 22:59,2026-07-28 22:59,9,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726bh182.mxjlg.com.apk,726bh182.mxjlg.com,,ok,0.0,0.0,17.9,34.7
726bh267.887xi.com,qqp.hoplxlxrrgudh.ysjyqednsjrngcgapks,rGdBxq,100,65,2026-07-28 23:00,2026-07-28 23:00,8,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726bh267.887xi.com.apk,726bh267.887xi.com,,ok,0.0,0.0,19.5,33.8
726bh304.bub7n.com,olt.bwbadbarhmxqa.uvuivkjsbramyrpaxxl,WKkGKm,100,65,2026-07-28 23:01,2026-07-28 23:01,9,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726bh304.bub7n.com.apk,726bh304.bub7n.com,,ok,0.0,0.0,19.3,34.8
726bh327.e0xvs.com,cts.qilnavhholcun.rrabfaeoodfmmgtffqp,PMNmBg,100,65,2026-07-28 23:02,2026-07-28 23:02,10,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726bh327.e0xvs.com.apk,726bh327.e0xvs.com,,ok,0.0,0.0,19.7,34.8
726bh331.hf4yd.com,qna.cettschmdqeut.bqqkynkevwtsggcwnkn,hppwon,100,65,2026-07-28 23:04,2026-07-28 23:04,10,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/726bh331.hf4yd.com.apk,726bh331.hf4yd.com,,ok,0.0,0.0,19.4,33.8
